4061;1645
4049;1585
4038;1575
4035;1550
4027;1565
4026;1547
4025;1535
4024;1525
4023;1520
4019;1514
4013;1510
4011;1487
4010;1472
4005;1452
4004;1454
4000;1447
3990;1362
3989;1402
3987;1396
3969;1544
3968;1533
